generation,state,gender,category,merchant_target,amt_ly,amt_ty,amt_diff,amt_growth_ctc,amt_ty_peer,amt_ly_peer,amt_diff_peer,amt_growth_ctc_peer,merchant_peer,amt_growth_ctc_diff
Boomer,SC,F,food_dining,fraud_Kilback LLC,0.0,1552.3600000000001,1552.3600000000001,0.017226154133828615,99.91399145712923,60.44943268892409,39.46455876820514,0.0003796049020516184,ex-fraud_Kilback LLC,0.016846549231776996
Boomer,SC,F,grocery_pos,fraud_Kilback LLC,0.0,469.4,469.4,0.005208815449006127,150.81999245803593,107.13928249326376,43.68070996477216,0.00042015955949522497,ex-fraud_Kilback LLC,0.004788655889510902
Boomer,SD,F,food_dining,,,,,,78.37580938986454,18.707803137693077,59.668006252171466,0.0005739394630510662,ex-fraud_Kilback LLC,-0.0005739394630510662
Boomer,SD,F,grocery_pos,fraud_Kilback LLC,84.045,0.0,-84.045,-0.0009326265326197699,305.5952470794778,146.02538099422495,159.56986608525287,0.0015348835835581089,ex-fraud_Kilback LLC,-0.002467510116177879
Boomer,TN,F,food_dining,fraud_Kilback LLC,55.409032389925144,0.0,-55.409032389925144,-0.0006148602980978334,196.087379706221,74.86495493638091,121.22242476984007,0.0011660241015614345,ex-fraud_Kilback LLC,-0.0017808843996592679
Boomer,TN,F,grocery_pos,fraud_Kilback LLC,598.02,289.76,-308.26,-0.0034206848110580074,465.45454965781636,174.78982653871148,290.6647231191049,0.002795869438134524,ex-fraud_Kilback LLC,-0.006216554249192532
Boomer,TX,F,food_dining,fraud_Kilback LLC,337.8804636698108,0.0,-337.8804636698108,-0.0037493757543260843,430.61716559889106,183.78495989900827,246.8322056998828,0.0023742496607710175,ex-fraud_Kilback LLC,-0.006123625415097101
Boomer,TX,F,grocery_pos,fraud_Kilback LLC,450.725,0.0,-450.725,-0.005001583603010837,1196.720345419149,611.138207568414,585.582137850735,0.005632645011632431,ex-fraud_Kilback LLC,-0.010634228614643268
Boomer,TX,M,food_dining,fraud_Kilback LLC,20.215,467.56,447.345,0.004964076580817311,304.8209923298873,159.47152687447232,145.349465455415,0.0013980992394094691,ex-fraud_Kilback LLC,0.0035659773414078422
Boomer,TX,M,grocery_pos,fraud_Kilback LLC,93.37,0.0,-93.37,-0.001036103746215812,800.4238763310669,285.4724302022683,514.9514461287986,0.004953256779512001,ex-fraud_Kilback LLC,-0.005989360525727813
Boomer,UT,F,food_dining,,,,,,11.398737212095794,17.079039005309156,-5.680301793213362,-5.4638148078665535e-05,ex-fraud_Kilback LLC,5.4638148078665535e-05
Boomer,UT,F,grocery_pos,fraud_Kilback LLC,0.0,0.0,0.0,0.0,228.2703448275862,83.91846418665817,144.35188064092802,0.0013885035896008466,ex-fraud_Kilback LLC,-0.0013885035896008466
Boomer,UT,M,food_dining,fraud_Kilback LLC,0.0,0.0,0.0,0.0,55.52046615461679,20.757045289261775,34.763420865355016,0.0003343852151009987,ex-fraud_Kilback LLC,-0.0003343852151009987
Boomer,UT,M,grocery_pos,fraud_Kilback LLC,67.85,489.28,421.42999999999995,0.004676504249413405,254.86887890939548,105.98815709296404,148.88072181643145,0.0014320659748014984,ex-fraud_Kilback LLC,0.0032444382746119062
Boomer,VA,M,food_dining,fraud_Kilback LLC,218.25,842.1999999999999,623.9499999999999,0.006923818490429,407.18332261660055,220.71318718950974,186.4701354270908,0.0017936340783665666,ex-fraud_Kilback LLC,0.005130184412062434
Boomer,VA,M,grocery_pos,fraud_Kilback LLC,287.055,0.0,-287.055,-0.0031853781821782143,616.4341018448627,218.12514665057765,398.308955194285,0.0038312865173757943,ex-fraud_Kilback LLC,-0.007016664699554009
Boomer,VT,M,food_dining,fraud_Kilback LLC,0.0,0.0,0.0,0.0,160.55485543607534,32.98406275416556,127.57079268190978,0.0012270882982651965,ex-fraud_Kilback LLC,-0.0012270882982651965
Boomer,VT,M,grocery_pos,fraud_Kilback LLC,0.0,1092.76,1092.76,0.012126086855679454,212.492943229517,96.64886439539694,115.84407883412007,0.0011142904310009623,ex-fraud_Kilback LLC,0.011011796424678491
Boomer,WA,F,food_dining,,,,,,127.25217391304346,38.77876322528027,88.47341068776319,0.0008510152259793886,ex-fraud_Kilback LLC,-0.0008510152259793886
Boomer,WA,F,grocery_pos,,,,,,222.15479054511675,77.18442050478183,144.97037004033493,0.001394452765651713,ex-fraud_Kilback LLC,-0.001394452765651713
Boomer,WI,F,food_dining,,,,,,105.51142857142858,40.06682611267273,65.44460245875585,0.000629503855651317,ex-fraud_Kilback LLC,-0.000629503855651317
Boomer,WI,F,grocery_pos,fraud_Kilback LLC,52.09841982576576,0.0,-52.09841982576576,-0.0005781232510806472,92.68695652173913,65.71419179370419,26.972764728034946,0.00025944781931519175,ex-fraud_Kilback LLC,-0.000837571070395839
Boomer,WI,M,food_dining,fraud_Kilback LLC,0.0,0.0,0.0,0.0,163.6110085258303,75.93833456685509,87.67267395897521,0.0008433130345198052,ex-fraud_Kilback LLC,-0.0008433130345198052
Boomer,WI,M,grocery_pos,fraud_Kilback LLC,1134.99,0.0,-1134.99,-0.012594702698055953,483.1376409964479,200.25847337530698,282.87916762114094,0.0027209811047926823,ex-fraud_Kilback LLC,-0.015315683802848635
Boomer,WV,F,food_dining,fraud_Kilback LLC,141.64,0.0,-141.64,-0.0015717439714470127,113.27794381713757,60.721508550229444,52.556435266908125,0.0005055341066615515,ex-fraud_Kilback LLC,-0.002077278078108564
Boomer,WV,F,grocery_pos,fraud_Kilback LLC,130.14000000000001,0.0,-130.14000000000001,-0.0014441313219720013,350.9025336888198,239.7114124605813,111.1911212282385,0.0010695341846026364,ex-fraud_Kilback LLC,-0.0025136655065746377
Gen X,AK,M,food_dining,,,,,,34.49818181818182,35.25607763547865,-0.7578958172968271,-7.2901098218303505e-06,ex-fraud_Kilback LLC,7.2901098218303505e-06
Gen X,AK,M,grocery_pos,fraud_Kilback LLC,49.975,0.0,-49.975,-0.0005545601876098875,107.73572494380291,77.55838527063284,30.177339673170067,0.00029027224498050913,ex-fraud_Kilback LLC,-0.0008448324325903967
Gen X,AL,F,food_dining,fraud_Kilback LLC,184.805,469.03999999999996,284.23499999999996,0.0031540853411765155,245.82108352343494,176.1209221471824,69.70016137625254,0.0006704375712805591,ex-fraud_Kilback LLC,0.0024836477698959563
Gen X,AL,F,grocery_pos,fraud_Kilback LLC,146.44,0.0,-146.44,-0.0016250083816626698,1133.3094015101715,622.1494971781876,511.15990433198385,0.004916786389437247,ex-fraud_Kilback LLC,-0.006541794771099917
Gen X,AL,M,food_dining,fraud_Kilback LLC,97.32735061814735,714.12,616.7926493818527,0.006844395144724359,430.07020408163265,221.54896441908596,208.5212396625467,0.0020057410301405764,ex-fraud_Kilback LLC,0.004838654114583783
Gen X,AL,M,grocery_pos,fraud_Kilback LLC,193.0651936006785,0.0,-193.0651936006785,-0.0021423965979816212,1033.4935277076556,407.8858917346416,625.6076359730141,0.006017645522686315,ex-fraud_Kilback LLC,-0.008160042120667937
Gen X,AR,F,food_dining,fraud_Kilback LLC,333.9,1073.8,739.9,0.008210486899700966,297.0503808365729,183.69246936089246,113.35791147568045,0.0010903762825588733,ex-fraud_Kilback LLC,0.0071201106171420924
Gen X,AR,F,grocery_pos,fraud_Kilback LLC,548.2,0.0,-548.2,-0.006083239516713164,955.0870180215715,859.86889093656,95.21812708501147,0.0009158918516723667,ex-fraud_Kilback LLC,-0.006999131368385531
Gen X,AR,M,food_dining,fraud_Kilback LLC,0.0,1037.8400000000001,1037.8400000000001,0.011516653228795313,113.51271937195372,59.746055902341276,53.766663469612446,0.0005171751479575156,ex-fraud_Kilback LLC,0.010999478080837797
Gen X,AR,M,grocery_pos,fraud_Kilback LLC,74.77806684178881,336.28,261.50193315821116,0.002901822133317976,197.06065370932558,154.75650970999828,42.304143999327295,0.00040691853502186165,ex-fraud_Kilback LLC,0.0024949035982961146
Gen X,CA,F,food_dining,fraud_Kilback LLC,32.125,1580.96,1548.835,0.017187038082576492,716.5487373843933,290.0278818916382,426.5208554927552,0.004102653434522702,ex-fraud_Kilback LLC,0.01308438464805379
Gen X,CA,F,grocery_pos,fraud_Kilback LLC,888.4587489147293,5724.92,4836.461251085271,0.053669011681236604,1583.1837628271314,964.689093076736,618.4946697503955,0.005949226745674446,ex-fraud_Kilback LLC,0.04771978493556216
Gen X,CA,M,food_dining,fraud_Kilback LLC,27.425,669.0,641.575,0.007119398746689617,376.44687929822595,166.29702348099056,210.1498558172354,0.002021406495438477,ex-fraud_Kilback LLC,0.0050979922512511405
Gen X,CA,M,grocery_pos,fraud_Kilback LLC,144.53,2173.32,2028.7900000000002,0.022512979750296425,833.6577688210815,364.53110445958635,469.12666436149516,0.004512473648082981,ex-fraud_Kilback LLC,0.018000506102213445
Gen X,CO,F,food_dining,fraud_Kilback LLC,0.0,0.0,0.0,0.0,153.1560633964415,66.05030277433094,87.10576062211057,0.0008378599624868389,ex-fraud_Kilback LLC,-0.0008378599624868389
Gen X,CO,F,grocery_pos,fraud_Kilback LLC,608.0699999999999,0.0,-608.0699999999999,-0.006747602066632202,622.8132199635571,393.41668775133525,229.39653221222187,0.0022065379890059225,ex-fraud_Kilback LLC,-0.008954140055638124
Gen X,CO,M,food_dining,fraud_Kilback LLC,116.24000000000001,0.0,-116.24000000000001,-0.0012898864673891613,174.70120396060878,86.83106509026071,87.87013887034807,0.0008452124260417172,ex-fraud_Kilback LLC,-0.0021350988934308785
Gen X,CO,M,grocery_pos,fraud_Kilback LLC,0.0,744.4000000000001,744.4000000000001,0.008260422284278146,382.25758848550714,176.13777092517265,206.1198175603345,0.0019826420362496506,ex-fraud_Kilback LLC,0.0062777802480284955
Gen X,CT,F,food_dining,fraud_Kilback LLC,4.363687826289004,0.0,-4.363687826289004,-4.842276217344297e-05,81.76244882158267,26.256079949966974,55.50636887161569,0.0005339091675269469,ex-fraud_Kilback LLC,-0.0005823319297003899
Gen X,CT,F,grocery_pos,fraud_Kilback LLC,464.01000000000005,398.96,-65.05000000000007,-0.0007218437259434361,233.44514528472743,116.47571221708192,116.96943306764551,0.0011251150796711756,ex-fraud_Kilback LLC,-0.0018469588056146116
Gen X,DC,M,food_dining,fraud_Kilback LLC,38.724438699649156,590.6800000000001,551.955561300351,0.006124914049565651,154.36914420903176,69.1858925856302,85.18325162340156,0.0008193675768393842,ex-fraud_Kilback LLC,0.0053055464727262665
Gen X,DC,M,grocery_pos,fraud_Kilback LLC,41.525,0.0,-41.525,-0.00046079263212607464,334.03157467453553,88.5629213844064,245.46865329012914,0.002361133812143722,ex-fraud_Kilback LLC,-0.002821926444269797
Gen X,FL,F,food_dining,fraud_Kilback LLC,125.805,0.0,-125.805,-0.001396026901495986,476.955845823167,181.36113150530193,295.59471431786505,0.0028432904377487,ex-fraud_Kilback LLC,-0.004239317339244686
Gen X,FL,F,grocery_pos,fraud_Kilback LLC,640.83,1674.24,1033.4099999999999,0.01146749461686711,1482.441822192518,596.6606070069798,885.7812151855381,0.008520224270201878,ex-fraud_Kilback LLC,0.0029472703466652313
Gen X,FL,M,food_dining,fraud_Kilback LLC,103.59,0.0,-103.59,-0.0011495125529666483,209.01196532435884,76.21513911882406,132.79682620553479,0.0012773568938297928,ex-fraud_Kilback LLC,-0.002426869446796441
Gen X,FL,M,grocery_pos,fraud_Kilback LLC,102.86,0.0,-102.86,-0.0011414119239130172,386.455223783332,172.71894613839214,213.73627764493983,0.0020559038609004312,ex-fraud_Kilback LLC,-0.0031973157848134487
Gen X,GA,F,food_dining,fraud_Kilback LLC,62.370105277690605,542.48,480.10989472230943,0.0053276604960593756,100.72650412588098,48.84346723787801,51.88303688800297,0.0004990567676605652,ex-fraud_Kilback LLC,0.004828603728398811
Gen X,GA,F,grocery_pos,fraud_Kilback LLC,72.20722428961477,0.0,-72.20722428961477,-0.0008012656698116658,166.55429444748535,96.01546759826891,70.53882684921643,0.0006785045948240992,ex-fraud_Kilback LLC,-0.001479770264635765
Gen X,GA,M,food_dining,fraud_Kilback LLC,34.94,507.52,472.58,0.005244103120774,170.47479785175892,161.29691178775988,9.17788606399904,8.828099563530788e-05,ex-fraud_Kilback LLC,0.005155822125138692
Gen X,GA,M,grocery_pos,fraud_Kilback LLC,52.825,714.44,661.615,0.007341777659339985,427.296326356872,230.01328498087088,197.2830413760011,0.0018976421360199663,ex-fraud_Kilback LLC,0.0054441355233200185
Gen X,HI,M,food_dining,,,,,,91.59483870967742,67.0536970783209,24.541141631356524,0.00023605832564664147,ex-fraud_Kilback LLC,-0.00023605832564664147
Gen X,HI,M,grocery_pos,fraud_Kilback LLC,0.0,436.4,436.4,0.004842622628773485,113.26666666666667,58.054135924999144,55.21253074166752,0.0005310827734655525,ex-fraud_Kilback LLC,0.004311539855307933
Gen X,IA,F,food_dining,,,,,,48.439733369399534,45.85379872643512,2.5859346429644106,2.4873798098694338e-05,ex-fraud_Kilback LLC,-2.4873798098694338e-05
Gen X,IA,F,grocery_pos,fraud_Kilback LLC,265.005,0.0,-265.005,-0.00294069479775004,352.28711111111113,157.27361657868593,195.0134945324252,0.001875811634573912,ex-fraud_Kilback LLC,-0.004816506432323952
Gen X,IA,M,food_dining,fraud_Kilback LLC,4.645,0.0,-4.645,-5.1544413635776435e-05,89.86861987454743,78.78723701848045,11.08138285606698,0.00010659050512590097,ex-fraud_Kilback LLC,-0.0001581349187616774
Gen X,IA,M,grocery_pos,fraud_Kilback LLC,495.4799999999999,1589.6799999999998,1094.1999999999998,0.01214206617874415,497.2809669497722,169.0441901785792,328.23677677119304,0.003157270558320613,ex-fraud_Kilback LLC,0.008984795620423536
Gen X,ID,F,food_dining,fraud_Kilback LLC,48.150000000000006,0.0,-48.150000000000006,-0.0005343086149758097,159.1774919066891,73.68993170090118,85.48756020578793,0.0008222946849387989,ex-fraud_Kilback LLC,-0.0013566032999146086
Gen X,ID,F,grocery_pos,fraud_Kilback LLC,0.0,44.815063773385,44.815063773385,0.0004973016543055019,507.556994092722,247.66642346233363,259.89057063038837,0.0024998565215879317,ex-fraud_Kilback LLC,-0.0020025548672824296
Gen X,ID,M,food_dining,,,,,,87.98095238095237,40.36163837531055,47.619314005641826,0.00045804452382324336,ex-fraud_Kilback LLC,-0.00045804452382324336
Gen X,ID,M,grocery_pos,,,,,,413.76672138511674,171.63187913492732,242.13484225018942,0.002329066279836874,ex-fraud_Kilback LLC,-0.002329066279836874
Gen X,IL,F,food_dining,fraud_Kilback LLC,136.03500000000003,442.20000000000005,306.165,0.0033974371153492992,114.3976561052375,104.35147683183843,10.046179273399076,9.663300485558927e-05,ex-fraud_Kilback LLC,0.00330080411049371
Gen X,IL,F,grocery_pos,fraud_Kilback LLC,322.45,1614.44,1291.99,0.01433689278219307,918.6407273463807,548.1349048917515,370.5058224546292,0.003563851486811909,ex-fraud_Kilback LLC,0.010773041295381161
Gen X,IL,M,food_dining,fraud_Kilback LLC,108.77,441.76,332.99,0.0036951074911899242,177.9945355073602,97.23955140873284,80.75498409862738,0.0007767725976360548,ex-fraud_Kilback LLC,0.0029183348935538696
Gen X,IL,M,grocery_pos,fraud_Kilback LLC,63.035,345.24,282.20500000000004,0.003131558934356145,485.182948949251,232.06766599686165,253.11528295238935,0.0024346858343775517,ex-fraud_Kilback LLC,0.0006968730999785933
Gen X,IN,F,food_dining,fraud_Kilback LLC,164.29500000000002,231.88,67.58499999999998,0.0007499739925885791,320.42380085053225,124.08588263237762,196.33791821815464,0.0018885511086536582,ex-fraud_Kilback LLC,-0.001138577116065079
Gen X,IN,F,grocery_pos,fraud_Kilback LLC,102.1,0.0,-102.1,-0.001132978392295538,566.4077470327496,388.283740238055,178.12400679469465,0.001713353658645684,ex-fraud_Kilback LLC,-0.0028463320509412218
Gen X,IN,M,food_dining,fraud_Kilback LLC,0.0,226.56,226.56,0.002514080162179012,117.30096411161588,45.911647785256974,71.38931632635891,0.0006866853520590365,ex-fraud_Kilback LLC,0.0018273948101199756
Gen X,IN,M,grocery_pos,fraud_Kilback LLC,111.2,0.0,-111.2,-0.0012339588366627214,146.25185185185185,63.4976985877559,82.75415326409595,0.0007960023683196617,ex-fraud_Kilback LLC,-0.002029961204982383
Gen X,KS,F,food_dining,fraud_Kilback LLC,0.0,91.96,91.96,0.0010204573257149626,182.7766536565886,95.3428726289827,87.43378102760589,0.0008410151517955637,ex-fraud_Kilback LLC,0.00017944217391939888
Gen X,KS,F,grocery_pos,fraud_Kilback LLC,782.1600000000001,287.13208712510635,-495.02791287489373,-0.005493202045743514,721.2718524405666,366.2700929431444,355.0017594974222,0.00341471974724678,ex-fraud_Kilback LLC,-0.008907921792990294
Gen X,KS,M,food_dining,,,,,,26.968,37.39118331819362,-10.423183318193619,-0.00010025936197104235,ex-fraud_Kilback LLC,0.00010025936197104235
Gen X,KS,M,grocery_pos,fraud_Kilback LLC,49.349999999999994,0.0,-49.349999999999994,-0.0005476247175297238,19.183071280968782,105.64344575738404,-86.46037447641527,-0.0008316520698289963,ex-fraud_Kilback LLC,0.0002840273522992725
Gen X,KY,F,food_dining,fraud_Kilback LLC,151.8499559591454,0.0,-151.8499559591454,-0.0016850413219661198,120.67225442050243,84.3547425708544,36.31751184964803,0.00034933383163911495,ex-fraud_Kilback LLC,-0.0020343751536052346
Gen X,KY,F,grocery_pos,fraud_Kilback LLC,0.0,2070.32,2070.32,0.02297382786618314,705.6778873622204,351.7838028093712,353.8940845528492,0.0034040651535565446,ex-fraud_Kilback LLC,0.019569762712626598
Gen X,KY,M,food_dining,fraud_Kilback LLC,0.0,531.36,531.36,0.0058963702108732335,63.32307692307692,49.32811488043252,13.994962042644396,0.00013461587716252985,ex-fraud_Kilback LLC,0.005761754333710704
Gen X,KY,M,grocery_pos,fraud_Kilback LLC,0.0,0.0,0.0,0.0,321.8128255112439,138.14446199766772,183.66836351357617,0.0017666841672058324,ex-fraud_Kilback LLC,-0.0017666841672058324
Gen X,LA,F,food_dining,fraud_Kilback LLC,61.29,0.0,-61.29,-0.0006801199379411707,192.4620639708935,180.22498222137568,12.237081749517813,0.00011770703547472158,ex-fraud_Kilback LLC,-0.0007978269734158922
Gen X,LA,F,grocery_pos,fraud_Kilback LLC,785.034604547049,1591.4,806.3653954529511,0.00894803691814927,1049.8541768467114,549.0951382755651,500.75903857114633,0.004816741697398889,ex-fraud_Kilback LLC,0.004131295220750381
Gen X,LA,M,food_dining,fraud_Kilback LLC,89.485,0.0,-89.485,-0.0009929928641975144,191.4277487923851,65.74046035639411,125.687288435991,0.0012089710947007202,ex-fraud_Kilback LLC,-0.0022019639588982346
Gen X,LA,M,grocery_pos,fraud_Kilback LLC,53.045,0.0,-53.045,-0.0005886272166436516,481.5226707432625,202.11729135639507,279.4053793868674,0.00268756714848407,ex-fraud_Kilback LLC,-0.003276194365127722
Gen X,MA,F,food_dining,fraud_Kilback LLC,259.515,0.0,-259.515,-0.002879773628565882,90.61245032550161,24.452594108051336,66.15985621745028,0.0006363837965777057,ex-fraud_Kilback LLC,-0.0035161574251435877
Gen X,MA,F,grocery_pos,fraud_Kilback LLC,32.105,0.0,-32.105,-0.00035626122707784765,237.79263157894738,129.4582921595961,108.33433941935127,0.001042055139793977,ex-fraud_Kilback LLC,-0.0013983163668718247
Gen X,MA,M,food_dining,fraud_Kilback LLC,77.18179103982438,0.0,-77.18179103982438,-0.000856467203984235,93.01605044095312,51.39757211231764,41.61847832863548,0.00040032319839864263,ex-fraud_Kilback LLC,-0.0012567904023828777
Gen X,MA,M,grocery_pos,fraud_Kilback LLC,42.15810103298019,387.44,345.2818989670198,0.003831507647212581,205.99792827628508,105.15205073357627,100.8458775427088,0.0009700245146982684,ex-fraud_Kilback LLC,0.0028614831325143126
Gen X,MD,F,food_dining,,,,,,48.26655268453427,34.15377536730598,14.112777317228286,0.00013574912829125233,ex-fraud_Kilback LLC,-0.00013574912829125233
Gen X,MD,F,grocery_pos,fraud_Kilback LLC,178.89000000000001,391.76,212.86999999999998,0.0023621656255431063,307.393552356396,134.9720052024945,172.4215471539015,0.0016585023768636974,ex-fraud_Kilback LLC,0.0007036632486794089
Gen X,MD,M,food_dining,fraud_Kilback LLC,177.87,0.0,-177.87,-0.001973779301053941,356.66715795609264,153.61855446337793,203.0486034927147,0.0019531003930206975,ex-fraud_Kilback LLC,-0.003926879694074638
Gen X,MD,M,grocery_pos,fraud_Kilback LLC,110.465,1029.96,919.495,0.010203408098176159,737.2960996269569,342.1221734154803,395.1739262114766,0.0038011310460594203,ex-fraud_Kilback LLC,0.0064022770521167385
Gen X,ME,F,food_dining,fraud_Kilback LLC,6.58,0.0,-6.58,-7.301662900396318e-05,124.18031487896927,67.08867563665858,57.09163924231069,0.000549157694878476,ex-fraud_Kilback LLC,-0.0006221743238824392
Gen X,ME,F,grocery_pos,fraud_Kilback LLC,0.0,931.3199999999999,931.3199999999999,0.010334627192092855,430.7625,221.24299518652472,209.51950481347527,0.0020153432240246007,ex-fraud_Kilback LLC,0.008319283968068254
Gen X,ME,M,food_dining,,,,,,64.18,46.384607137622574,17.795392862377433,0.00017117176969263972,ex-fraud_Kilback LLC,-0.00017117176969263972
Gen X,ME,M,grocery_pos,fraud_Kilback LLC,162.05543338089262,0.0,-162.05543338089262,-0.0017982889752658218,202.61816828866063,66.47912444273311,136.13904384592752,0.0013095052882276196,ex-fraud_Kilback LLC,-0.003107794263493441
Gen X,MI,F,food_dining,fraud_Kilback LLC,114.31500000000001,577.76,463.445,0.0051427342900823275,192.94091392383223,93.37874513136101,99.56216879247121,0.0009576766727457227,ex-fraud_Kilback LLC,0.004185057617336604
Gen X,MI,F,grocery_pos,fraud_Kilback LLC,569.105,0.0,-569.105,-0.006315217119954478,911.4105249999881,361.4971573935729,549.9133676064152,0.00528955134841871,ex-fraud_Kilback LLC,-0.011604768468373189
Gen X,MI,M,food_dining,fraud_Kilback LLC,323.75,2122.08,1798.33,0.019955622254817187,361.5475489223193,258.62759531819313,102.91995360412619,0.0009899748059144032,ex-fraud_Kilback LLC,0.018965647448902785
Gen X,MI,M,grocery_pos,fraud_Kilback LLC,707.8050000000001,0.0,-707.8050000000001,-0.007854336640144401,964.7671128900741,569.172549247065,395.5945636430091,0.0038051771075378726,ex-fraud_Kilback LLC,-0.011659513747682274
Gen X,MN,F,food_dining,fraud_Kilback LLC,247.345,191.51999999999998,-55.82500000000002,-0.0006194761875602197,200.75154714501912,142.16166027829732,58.5898868667218,0.0005635691607725749,ex-fraud_Kilback LLC,-0.0011830453483327947
Gen X,MN,F,grocery_pos,fraud_Kilback LLC,940.395,0.0,-940.395,-0.010435330217656831,1294.2202718541027,470.22372572123254,823.9965461328702,0.007925924879151157,ex-fraud_Kilback LLC,-0.01836125509680799
Gen X,MN,M,food_dining,,,,,,122.11196035145137,65.37996057920395,56.73199977224742,0.0005456983655442976,ex-fraud_Kilback LLC,-0.0005456983655442976
Gen X,MN,M,grocery_pos,fraud_Kilback LLC,311.3201809221349,0.0,-311.3201809221349,-0.0034546428802185746,330.45372340491923,128.6637651476541,201.78995825726514,0.00194099363403913,ex-fraud_Kilback LLC,-0.005395636514257705
Gen X,MO,F,food_dining,fraud_Kilback LLC,0.0,115.91999999999999,115.91999999999999,0.001286335506708117,146.61458606077179,76.16032834175601,70.45425771901577,0.000677691134408262,ex-fraud_Kilback LLC,0.0006086443722998551
Gen X,MO,F,grocery_pos,fraud_Kilback LLC,111.07499999999999,0.0,-111.07499999999999,-0.0012325717426466883,503.85610610006165,277.52183205678796,226.3342740432737,0.0021770824915022515,ex-fraud_Kilback LLC,-0.0034096542341489396
Gen X,MO,M,food_dining,fraud_Kilback LLC,143.63,0.0,-143.63,-0.001593826508182254,245.6780715446412,122.02129834353204,123.65677320110916,0.0011894398098996183,ex-fraud_Kilback LLC,-0.0027832663180818724
Gen X,MO,M,grocery_pos,fraud_Kilback LLC,508.29,0.0,-508.29,-0.005640368139274232,766.1838647072743,332.2926353808053,433.89122932646904,0.004173548184763388,ex-fraud_Kilback LLC,-0.009813916324037619
Gen X,MS,F,food_dining,,,,,,36.02458308079548,48.63860036378351,-12.61401728298803,-0.00012133273358788572,ex-fraud_Kilback LLC,0.00012133273358788572
Gen X,MS,F,grocery_pos,,,,,,174.1724637611497,57.478326646984435,116.69413711416524,0.0011224670406022508,ex-fraud_Kilback LLC,-0.0011224670406022508
Gen X,MS,M,food_dining,fraud_Kilback LLC,81.40081987667264,0.0,-81.40081987667264,-0.0009032847212087292,74.54994047579503,82.89057964526528,-8.34063916947025,-8.022761722919534e-05,ex-fraud_Kilback LLC,-0.0008230571039795338
Gen X,MS,M,grocery_pos,fraud_Kilback LLC,43.92,346.12,302.2,0.0033534384931607404,337.9605489536372,156.4860014552459,181.4745474983913,0.0017455821116005774,ex-fraud_Kilback LLC,0.001607856381560163
Gen X,MT,F,food_dining,fraud_Kilback LLC,0.0,178.28,178.28,0.0019783289694265283,38.23643647566711,40.73794666204229,-2.501510186375178,-2.4061729281137045e-05,ex-fraud_Kilback LLC,0.0020023906987076652
Gen X,MT,F,grocery_pos,fraud_Kilback LLC,0.0,0.0,0.0,0.0,265.58524949973753,155.86138091465773,109.7238685850798,0.0010554208557507255,ex-fraud_Kilback LLC,-0.0010554208557507255
Gen X,MT,M,food_dining,fraud_Kilback LLC,109.94498039516165,0.0,-109.94498039516165,-0.0012200321951917209,202.02666666666667,56.83768835664039,145.18897831002627,0.001396555532625272,ex-fraud_Kilback LLC,-0.002616587727816993
Gen X,MT,M,grocery_pos,fraud_Kilback LLC,307.34999999999997,1023.52,716.1700000000001,0.007947160971697313,363.63287662962944,211.26643813603644,152.366438493593,0.0014655946693850456,ex-fraud_Kilback LLC,0.0064815663023122675
Gen X,NC,F,food_dining,fraud_Kilback LLC,167.13,0.0,-167.13,-0.0018546001831964082,115.50506882374384,67.32875140212604,48.176317421617796,0.0004634022735045682,ex-fraud_Kilback LLC,-0.0023180024567009765
Gen X,NC,F,grocery_pos,fraud_Kilback LLC,198.65251192818545,778.44,579.7874880718146,0.006433758042200519,434.5228114416444,224.81030609382577,209.71250534781865,0.002017199673234274,ex-fraud_Kilback LLC,0.004416558368966245
Gen X,NC,M,food_dining,fraud_Kilback LLC,39.99,0.0,-39.99,-0.0004437591176091927,112.29360603093605,75.89655080411534,36.39705522682071,0.00035009894993368,ex-fraud_Kilback LLC,-0.0007938580675428727
Gen X,NC,M,grocery_pos,,,,,,176.75294472972357,78.54119865590026,98.2117460738233,0.0009446871170572497,ex-fraud_Kilback LLC,-0.0009446871170572497
Gen X,ND,F,food_dining,fraud_Kilback LLC,77.14083810521488,115.64,38.49916189478512,0.0004272156566922555,89.45168289095349,45.8215740369822,43.630108853971294,0.0004196728334222924,ex-fraud_Kilback LLC,7.542823269963083e-06
Gen X,ND,F,grocery_pos,fraud_Kilback LLC,70.595,0.0,-70.595,-0.0007833752164946475,282.2807383516821,158.67503813749505,123.60570021418704,0.0011889485449063386,ex-fraud_Kilback LLC,-0.0019723237614009863
Gen X,NE,F,food_dining,fraud_Kilback LLC,367.4195434640009,0.0,-367.4195434640009,-0.004077163600899161,107.23270125608889,34.94040097321718,72.29230028287171,0.0006953710474542269,ex-fraud_Kilback LLC,-0.0047725346483533885
Gen X,NE,F,grocery_pos,fraud_Kilback LLC,335.45,0.0,-335.45,-0.003722405501425448,391.8949176251069,261.21706494128205,130.67785268382488,0.0012569747392773211,ex-fraud_Kilback LLC,-0.004979380240702769
Gen X,NE,M,food_dining,fraud_Kilback LLC,9.254999999999999,0.0,-9.254999999999999,-0.00010270044094706371,253.88551628532963,68.85589185878312,185.0296244265465,0.0017797779741978192,ex-fraud_Kilback LLC,-0.0018824784151448828
